result,val1,val2,val3,val4,val5,val6,val7,val8,val9,val10,val11,val12,val13,val14,val15,val16,val17,val18,val19,val20,val21,val22,val23,val24,val25,val26,val27,val28,val29,val30,val31
1.0,2,8370,130,2,5,A,0.349,3.0,0.5660000000000001,1.0,1.0,0.52,37.8,27.5,4.83,5.14,47.1,3.0,7.5,7.8,429.0,384.0,5.87,-0.1,0.0,305.0,5.2,6.2,5.41,4.1,0.1
0.0,2,8370,130,1,4,C,0.292,3.0,0.43,1.0,1.0,0.52,37.6,27.3,4.74,5.14,10.4,2.5,7.5,8.3,431.0,381.0,5.89,0.0,0.0,331.0,-0.2,-0.4,5.71,0.0,0.0
0.0,1,13399,8,4,5,A,0.292,3.0,0.43,1.0,1.0,0.52,37.3,27.4,4.82,5.12,-0.2,108.8,8.3,4.6,386.0,422.0,5.91,-0.1,0.0,0.0,-0.2,-0.3,5.26,-0.1,0.0
0.0,2,8370,130,2,2,E,0.292,3.0,0.43,1.0,1.0,0.51,37.1,27.9,4.82,5.06,38.0,0.1,8.3,8.0,429.0,385.0,5.91,-0.1,0.0,332.0,-0.2,-0.3,5.68,0.0,0.1
1.0,2,8370,130,2,5,B,0.431,3.0,0.653,1.0,1.0,0.52,37.4,27.8,4.84,5.13,31.1,0.1,6.9,8.3,430.0,417.0,5.9,0.0,0.0,0.0,7.0,3.1,5.42,0.0,0.0
1.0,1,8370,120,3,3,A,0.383,3.0,0.522,1.0,1.0,0.51,33.3,31.4,4.8,5.13,57.2,0.0,7.8,7.8,422.0,383.0,5.91,-0.1,0.0,254.0,7.4,-0.3,5.73,0.0,3.4
1.0,1,8370,120,3,2,A,0.5429999999999999,3.0,0.512,1.0,1.0,0.52,33.6,31.1,4.88,4.83,-0.2,0.1,-0.4,0.0,419.0,384.0,5.83,2.7,0.0,296.0,1.8,3.1,5.64,-0.1,0.2
1.0,1,8370,120,2,3,C,0.5670000000000001,3.0,0.58,1.0,1.0,0.52,33.6,31.5,4.82,4.97,45.8,26.3,9.8,7.8,387.0,420.0,5.89,-0.1,0.0,308.0,0.0,1.7,5.49,0.0,0.1
1.0,1,8370,120,2,6,C,0.493,3.0,0.598,1.0,1.0,0.52,33.4,31.8,4.81,5.2,62.1,0.0,-0.4,4.4,420.0,384.0,5.9,6.2,96.3,0.0,0.1,1.5,5.24,-0.1,0.0
1.0,1,8370,120,2,1,C,0.609,3.0,0.5720000000000001,1.0,1.0,0.52,33.8,31.3,4.81,5.16,-0.2,0.1,-0.4,0.0,420.0,429.0,5.92,-0.1,0.0,0.0,5.6,-0.3,5.11,0.0,70.9
1.0,1,8370,120,6,3,A,0.4,3.0,0.385,1.0,1.0,0.51,31.7,32.0,4.82,5.14,32.7,0.0,8.5,8.1,420.0,385.0,5.88,-0.1,0.0,327.0,0.4,1.8,5.48,0.0,0.0
1.0,1,8370,120,1,1,D,0.526,3.0,0.444,1.0,1.0,0.51,31.1,31.9,4.88,4.95,29.8,2.8,7.0,7.8,383.0,417.0,5.86,5.0,7.7,258.0,0.0,1.2,5.12,0.0,0.0
1.0,1,8370,120,6,2,B,0.535,3.0,0.51,1.0,1.0,0.51,29.3,31.8,4.82,5.12,8.2,2.8,6.6,8.0,415.0,426.0,5.68,0.4,93.0,0.0,0.4,1.7,5.69,0.0,0.0
1.0,1,8370,120,6,1,B,0.419,3.0,0.39,1.0,1.0,0.51,29.3,32.2,4.78,5.08,8.4,4.1,8.6,7.6,386.0,415.0,5.83,5.3,3.3,243.0,0.4,1.8,5.43,0.0,0.1
1.0,1,8370,120,5,3,C,0.496,3.0,0.534,1.0,1.0,0.53,29.5,31.7,4.9,4.96,25.1,0.0,6.7,5.6,424.0,395.0,5.9,-0.1,0.0,252.0,5.6,6.9,5.49,11.8,0.0
1.0,1,8370,120,5,2,A,0.514,3.0,0.524,1.0,1.0,0.51,29.9,32.1,4.82,5.13,10.9,0.0,8.2,8.2,409.0,389.0,5.87,-0.1,0.0,302.0,5.8,6.8,5.53,25.9,-0.2
1.0,1,8370,120,3,6,B,0.586,3.0,0.575,1.0,1.0,0.51,30.0,32.3,4.71,5.1,37.0,2.6,8.2,8.0,425.0,423.0,5.78,6.5,8.4,270.0,6.2,5.5,5.76,48.8,-0.1
1.0,1,8370,120,2,1,A,0.3670000000000001,3.0,0.782,1.0,1.0,0.51,44.0,28.9,4.9,5.11,16.9,112.3,8.7,8.1,415.0,419.0,5.92,-0.1,0.0,333.0,6.0,5.8,5.72,4.8,0.0
1.0,1,8370,120,1,2,B,0.318,3.0,0.447,1.0,1.0,0.52,44.6,29.2,4.82,5.12,-0.2,2.8,6.3,5.0,428.0,412.0,5.89,0.0,0.0,0.0,-0.1,0.7,5.58,0.0,0.0
1.0,1,8370,120,1,5,A,0.0,3.0,0.5429999999999999,1.0,0.0,0.52,42.3,31.9,4.79,5.0,64.1,0.6,7.8,7.1,422.0,425.0,5.88,7.0,42.7,298.0,0.3,1.7,5.16,0.0,0.0
1.0,1,8370,120,2,6,C,0.499,3.0,0.5429999999999999,1.0,2.0,0.51,48.5,30.2,4.81,5.04,-0.1,0.0,-0.4,0.0,418.0,425.0,5.89,-0.1,0.0,0.0,1.2,-0.4,5.08,-0.1,0.2
1.0,1,8370,120,6,3,C,0.342,3.0,0.494,1.0,1.0,0.51,40.0,33.8,4.84,5.13,5.6,5.3,7.8,6.4,383.0,420.0,5.9,6.0,88.3,293.0,0.0,0.4,5.16,0.0,-0.2
1.0,1,8370,120,5,6,A,0.7979999999999999,3.0,0.544,1.0,1.0,0.51,40.2,33.7,4.82,5.07,-0.1,8.4,6.7,4.0,4150.0,418.0,5.92,-0.1,0.0,339.0,-0.3,-0.4,5.3,0.0,-0.1
1.0,1,8370,120,6,5,B,0.539,3.0,0.5489999999999999,1.0,1.0,0.51,39.8,33.8,4.81,5.11,4.5,57.6,7.6,7.4,1191.0,426.0,5.86,-0.1,0.0,0.0,2.1,3.2,5.01,0.0,-0.1
1.0,1,8370,120,5,3,C,0.758,3.0,0.0,1.0,0.0,0.52,39.8,33.3,4.82,5.03,27.0,7.6,8.6,8.2,387.0,414.0,5.9,-0.1,0.0,0.0,-0.2,-0.4,5.43,0.1,0.0
0.0,1,8370,120,5,4,C,0.0,3.0,0.551,1.0,1.0,0.52,39.4,33.5,4.82,4.99,9.8,3.0,8.3,8.0,420.0,422.0,5.88,-0.1,0.0,306.0,6.1,6.0,5.64,38.5,0.0
1.0,1,8370,120,6,1,A,0.0,3.0,0.57,1.0,1.0,0.51,39.7,34.2,4.86,5.13,21.7,3.1,6.7,8.0,424.0,383.0,5.87,-0.1,0.0,0.0,4.6,4.6,4.9,0.0,0.0
1.0,1,8370,120,6,5,A,0.0,3.0,0.5660000000000001,1.0,1.0,0.51,39.5,34.0,4.82,5.01,0.0,116.3,7.6,5.3,424.0,421.0,5.79,5.7,4.9,298.0,0.5,2.1,5.03,0.0,0.1
1.0,2,8370,92,3,2,B,0.6579999999999999,3.0,0.595,1.0,1.0,0.52,40.2,34.0,4.88,5.12,-0.1,0.1,8.1,0.0,425.0,421.0,5.86,0.0,0.0,0.0,4.2,1.9,5.58,-0.1,0.0
1.0,2,8370,92,2,4,C,0.6729999999999999,3.0,0.562,1.0,1.0,0.51,40.1,34.0,4.83,5.11,0.0,0.0,-0.4,0.0,421.0,421.0,5.81,0.0,0.0,292.0,1.3,3.8,5.27,0.0,0.0
1.0,2,8370,92,2,4,B,0.479,3.0,0.515,1.0,1.0,0.51,40.6,33.5,4.71,5.17,6.1,9.8,6.6,9.0,383.0,423.0,5.72,5.6,3.9,0.0,0.5,1.9,5.63,0.0,0.0
1.0,2,8370,92,2,1,A,0.466,3.0,0.55,1.0,1.0,0.52,40.8,33.9,4.82,5.13,15.1,0.0,8.0,8.3,423.0,384.0,5.92,-0.1,0.0,331.0,5.3,6.5,5.33,4.6,0.2
1.0,2,8370,92,2,3,A,0.512,3.0,0.542,1.0,1.0,0.51,40.3,33.6,4.5,5.1,15.3,0.0,7.2,9.0,419.0,425.0,5.87,-0.1,0.0,296.0,0.3,1.7,5.4,-0.2,0.0
1.0,3,8370,130,5,4,B,0.28800000000000003,3.0,0.373,1.0,1.0,0.51,44.9,32.2,4.82,5.12,7.9,122.8,8.1,7.6,417.0,388.0,5.87,-0.1,0.0,248.0,4.1,1.7,5.15,-0.2,0.0
1.0,3,8370,110,3,2,C,0.328,3.0,0.718,1.0,1.0,0.51,49.0,30.3,4.82,5.09,106.2,25.7,9.6,6.1,424.0,419.0,5.92,-0.1,0.0,0.0,4.2,4.2,5.22,0.0,0.0
1.0,2,8370,108,5,2,C,0.317,3.0,0.39,1.0,1.0,0.52,44.6,30.1,4.82,5.13,15.8,0.0,6.8,7.9,422.0,423.0,5.87,-0.1,0.0,244.0,3.6,-0.2,5.71,0.0,27.5
1.0,2,8370,130,2,1,E,0.307,3.0,0.39,1.0,1.0,0.51,43.8,29.7,4.84,4.91,-0.3,0.0,-0.4,0.0,429.0,389.0,5.92,0.0,0.0,353.0,3.7,4.4,5.56,-0.3,0.1
1.0,3,8370,116,4,1,D,0.278,3.0,0.326,1.0,1.0,0.51,45.6,32.3,4.83,5.08,29.2,3.1,7.2,8.1,383.0,418.0,5.88,-0.1,0.0,265.0,-0.2,-0.3,5.63,0.0,0.0
0.0,2,4214,1,2,5,B,0.28300000000000003,3.0,0.327,1.0,1.0,0.5,45.4,31.5,4.81,5.1,87.2,3.0,7.0,7.3,420.0,422.0,5.91,-0.1,0.0,0.0,-0.2,-0.4,5.66,0.0,0.0
0.0,2,4214,1,1,4,A,0.301,3.0,0.279,1.0,1.0,0.51,45.2,31.8,4.8,5.12,13.6,0.1,7.4,8.3,415.0,385.0,5.91,-0.1,0.0,0.0,0.1,1.2,5.09,0.1,0.0
1.0,2,4214,1,5,1,C,0.315,3.0,0.655,1.0,1.0,0.52,46.8,31.8,4.81,5.03,18.3,0.1,6.7,8.6,415.0,428.0,5.91,-0.1,0.0,0.0,6.0,5.1,5.71,50.9,0.1
1.0,2,8370,130,3,1,D,0.344,3.0,0.366,1.0,1.0,0.51,53.4,31.6,4.91,5.1,22.8,0.1,8.0,8.2,386.0,429.0,5.86,-0.1,0.0,0.0,-0.1,-0.1,5.45,-0.1,0.1
1.0,2,8370,130,3,2,E,0.166,3.0,0.217,1.0,1.0,0.51,53.6,31.8,4.82,5.03,11.6,0.0,8.0,8.3,416.0,385.0,5.91,-0.1,0.0,331.0,1.5,2.9,5.6,0.0,0.2
1.0,2,8370,130,3,4,A,0.29600000000000004,3.0,0.261,1.0,1.0,0.51,53.8,31.9,4.82,5.14,12.9,2.7,7.8,7.7,405.0,386.0,5.87,-0.1,0.0,256.0,-0.2,-0.3,5.66,0.1,-0.1
1.0,2,8370,130,5,6,B,0.373,3.0,0.52,1.0,1.0,0.52,51.8,31.7,4.69,5.13,27.9,2.2,7.8,8.2,411.0,386.0,5.87,-0.1,0.0,333.0,5.9,-0.3,5.74,0.0,72.1
1.0,2,8370,130,5,2,C,0.289,3.0,0.212,1.0,1.0,0.51,53.1,32.1,4.83,5.06,0.0,0.0,-0.4,0.0,430.0,388.0,5.86,-0.1,0.0,0.0,7.5,4.9,5.62,-0.2,3.4
1.0,2,8370,130,5,1,A,0.215,3.0,0.562,1.0,1.0,0.52,53.5,31.7,4.82,5.09,24.9,0.0,8.0,8.0,413.0,397.0,5.91,-0.1,0.0,0.0,0.3,1.6,5.69,0.0,0.0
1.0,2,8370,130,4,2,D,0.305,3.0,1.052,1.0,2.0,0.51,53.4,32.6,4.82,5.09,64.8,37.5,9.2,7.5,384.0,418.0,5.91,-0.1,0.0,331.0,-0.1,-0.4,5.54,0.0,-0.3
1.0,2,8370,130,5,5,A,16.419,3.0,0.268,1.0,1.0,0.51,47.7,32.8,4.82,5.09,-0.2,0.0,-0.4,0.0,421.0,381.0,5.82,6.7,11.1,0.0,-0.3,-0.3,5.13,-0.1,0.1
1.0,2,8370,130,5,2,C,0.295,3.0,0.242,1.0,1.0,0.51,48.2,33.3,4.6,5.0,8.0,104.3,7.1,8.0,389.0,429.0,5.87,-0.1,0.0,318.0,0.3,1.8,5.55,0.1,-0.1
1.0,1,8370,130,3,2,E,0.266,3.0,0.61,1.0,1.0,0.52,48.8,33.1,4.83,5.12,62.3,94.0,8.4,7.5,414.0,388.0,5.9,-0.2,0.0,0.0,6.3,-0.3,5.55,-0.2,41.6
1.0,1,8370,130,3,6,C,0.388,3.0,0.177,1.0,1.0,0.51,49.2,33.0,4.83,5.0,48.8,0.0,8.5,8.0,423.0,390.0,5.87,-0.1,0.0,0.0,0.3,1.5,5.67,0.0,0.0
1.0,1,8370,130,1,3,B,0.254,3.0,0.161,1.0,1.0,0.52,49.3,33.6,4.81,5.1,26.8,112.9,7.1,7.9,421.0,430.0,5.91,0.5,0.0,263.0,-0.3,-0.3,5.73,0.0,-0.1
0.0,1,8370,130,3,1,D,0.26,3.0,0.59,1.0,1.0,0.52,49.9,33.4,4.82,5.04,115.8,0.0,8.3,6.7,422.0,429.0,5.86,-0.2,0.0,282.0,0.4,1.9,5.22,0.1,-0.1
0.0,2,8370,130,5,3,C,0.302,3.0,0.206,1.0,1.0,0.51,51.1,33.4,4.82,4.99,19.1,113.0,8.0,8.6,425.0,389.0,5.91,0.0,0.0,0.0,-0.1,0.9,5.52,0.0,-0.1
0.0,1,8370,130,3,3,C,0.265,3.0,0.239,1.0,1.0,0.51,51.2,33.4,4.67,5.08,106.0,2.5,6.6,5.6,2979.0,425.0,5.86,-0.1,0.0,336.0,1.3,3.1,5.7,0.0,0.1
0.0,1,8370,130,3,3,D,0.29100000000000004,3.0,0.0,1.0,1.0,0.52,50.8,33.6,4.81,5.14,10.1,70.9,7.7,7.7,413.0,426.0,5.86,-0.1,0.0,265.0,-0.2,-0.4,5.42,0.1,0.1
0.0,1,8370,130,3,4,D,0.0,3.0,0.861,1.0,1.0,0.52,49.0,33.2,4.72,4.98,5.0,0.1,8.0,7.9,4150.0,425.0,5.85,0.2,0.0,321.0,-0.2,-0.4,5.75,0.0,0.1
0.0,1,8370,130,1,6,A,0.0,3.0,0.168,1.0,1.0,0.52,50.5,33.5,4.83,5.04,6.3,3.3,8.4,8.2,386.0,426.0,5.87,-0.1,0.0,255.0,0.0,1.4,5.24,0.0,0.0
0.0,1,8370,130,2,4,A,0.0,3.0,0.542,1.0,1.0,0.52,50.8,33.2,4.82,5.08,79.2,3.9,8.0,7.1,384.0,422.0,5.92,6.1,73.0,0.0,-0.2,-0.3,5.25,0.0,0.0
0.0,1,8370,130,2,2,A,0.0,3.0,0.179,1.0,1.0,0.52,50.9,33.1,4.83,5.0,-0.1,0.0,2.0,6.4,417.0,431.0,5.92,7.2,33.3,0.0,-0.3,-0.4,5.27,0.0,0.0
0.0,1,8370,130,4,5,A,0.0,3.0,0.997,1.0,1.0,0.53,50.5,33.6,4.82,5.13,105.9,0.1,7.8,5.2,432.0,422.0,5.84,-0.1,0.0,321.0,1.2,3.3,5.61,0.0,-0.1
0.0,1,8370,130,4,4,A,0.0,3.0,0.189,1.0,1.0,0.52,51.1,33.7,4.82,5.1,14.3,2.5,6.7,8.1,384.0,413.0,5.85,-0.2,0.0,319.0,0.5,2.2,5.48,0.0,0.0
0.0,1,8370,130,4,5,B,0.0,3.0,0.581,1.0,1.0,0.53,51.2,33.2,4.81,5.12,-0.2,0.0,-0.4,0.1,383.0,413.0,5.89,-0.1,0.0,0.0,0.3,1.3,5.2,-0.1,0.0
0.0,1,8370,130,4,4,B,0.0,3.0,0.188,1.0,1.0,0.52,50.8,33.7,4.83,5.08,8.5,0.0,6.6,8.1,419.0,425.0,5.85,-0.1,0.0,320.0,0.5,2.1,5.27,0.0,0.0
0.0,1,8370,130,4,6,B,0.0,3.0,0.565,1.0,1.0,0.52,50.8,33.7,4.82,5.09,19.7,2.9,6.9,7.9,383.0,416.0,5.48,-0.2,0.0,319.0,0.3,1.6,5.42,0.0,0.0
0.0,1,8370,130,4,3,B,0.0,3.0,0.252,1.0,1.0,0.5,51.1,33.5,4.89,5.08,110.3,2.1,7.1,6.3,416.0,383.0,5.88,-0.1,0.0,295.0,0.3,1.5,5.58,0.0,0.0
0.0,1,8370,130,2,5,A,0.0,3.0,16.734,1.0,1.0,0.51,50.8,33.1,4.83,5.1,33.6,25.2,6.7,8.2,428.0,416.0,5.89,0.2,0.0,0.0,-0.2,0.3,4.81,0.0,0.0
0.0,1,8370,130,1,4,C,0.398,3.0,0.163,1.0,1.0,0.5,51.0,33.5,4.81,4.98,15.4,112.9,7.3,8.1,420.0,384.0,5.74,6.4,4.6,327.0,0.0,0.6,4.88,0.0,0.0
0.0,1,8370,130,2,1,A,0.285,3.0,0.56,1.0,1.0,0.51,50.7,33.4,4.82,5.08,5.4,12.7,9.6,7.1,384.0,424.0,5.88,0.5,0.0,333.0,4.0,-0.4,5.36,0.0,62.5
0.0,1,8370,130,1,2,D,0.233,3.0,0.231,1.0,1.0,0.51,50.7,33.3,4.8,5.13,8.0,0.0,7.7,8.3,431.0,384.0,5.91,-0.2,0.0,0.0,1.3,2.9,5.21,0.0,0.0
0.0,1,8370,130,1,3,C,0.294,3.0,0.495,1.0,1.0,0.53,49.8,33.8,4.89,4.94,3.9,108.5,7.5,8.0,429.0,417.0,5.78,6.3,5.6,288.0,-0.1,-0.2,5.17,0.2,-0.2
0.0,1,8370,130,2,1,C,0.391,3.0,0.25,1.0,1.0,0.52,50.1,33.3,4.81,4.99,76.3,14.9,6.8,7.1,423.0,413.0,5.88,-0.1,0.0,0.0,-0.1,0.9,5.64,0.0,0.0
1.0,1,8370,130,1,1,E,0.222,3.0,0.589,1.0,1.0,0.53,49.0,33.5,4.82,5.08,16.4,2.5,7.6,7.8,384.0,422.0,5.87,-0.1,0.0,334.0,-0.1,0.8,4.92,0.0,0.1
1.0,1,8370,130,5,1,A,0.268,3.0,0.198,1.0,1.0,0.52,49.5,33.8,4.81,5.12,9.2,2.9,7.6,8.3,432.0,415.0,5.84,-0.2,0.0,321.0,0.3,1.4,5.65,0.0,0.1
1.0,1,8370,130,4,5,D,0.263,3.0,0.168,1.0,1.0,0.52,49.7,33.8,4.81,5.05,-0.2,0.0,-0.4,0.0,383.0,418.0,5.86,-0.1,0.0,321.0,5.1,-0.4,5.71,0.0,68.9
1.0,1,8370,130,1,2,E,0.255,3.0,0.14800000000000002,1.0,1.0,0.51,49.6,33.2,4.82,4.99,33.0,115.1,7.3,3.9,427.0,385.0,5.88,6.8,37.1,273.0,-0.2,0.7,5.67,0.0,0.1
1.0,1,8370,130,5,4,B,0.251,3.0,0.569,1.0,1.0,0.52,49.6,33.3,4.81,4.98,21.4,0.0,8.2,8.5,425.0,422.0,5.86,-0.2,0.0,244.0,6.6,-0.4,5.27,0.1,20.0
1.0,1,8370,130,2,5,C,0.338,3.0,12.004,1.0,2.0,0.52,50.1,33.6,4.83,5.1,11.7,12.9,8.2,7.9,419.0,425.0,5.88,-0.1,0.0,0.0,0.0,1.0,5.0,-0.1,0.0
1.0,1,8370,130,5,2,C,0.369,3.0,0.182,1.0,1.0,0.52,50.3,33.6,4.81,5.06,18.1,118.4,8.6,8.7,415.0,428.0,5.86,-0.1,0.0,321.0,2.7,3.7,5.49,0.0,0.0
1.0,1,8370,130,5,6,D,0.309,3.0,0.156,1.0,1.0,0.51,50.2,33.6,4.79,5.15,12.6,0.0,8.3,7.6,419.0,384.0,5.9,-0.1,0.0,0.0,-0.1,0.9,5.13,0.1,0.0
1.0,1,8370,130,3,3,A,0.325,3.0,0.206,1.0,1.0,0.51,49.9,33.8,4.78,5.11,18.3,6.9,7.6,8.4,431.0,423.0,5.87,-0.1,0.0,331.0,0.0,1.2,5.16,0.0,0.0
1.0,1,8370,130,3,2,A,0.22,3.0,0.596,1.0,1.0,0.52,49.9,33.3,4.86,4.96,4.3,0.1,7.0,8.0,417.0,431.0,5.87,-0.1,0.0,332.0,3.0,3.6,5.43,0.0,0.0
1.0,1,8370,130,5,1,E,0.309,3.0,0.619,1.0,1.0,0.53,49.8,33.7,4.81,5.08,99.2,0.0,7.7,7.2,424.0,417.0,5.85,-0.1,0.0,322.0,0.0,1.3,5.13,0.1,0.0
1.0,2,8370,130,2,4,B,0.28,3.0,0.159,1.0,1.0,0.51,50.6,33.9,4.78,5.05,9.0,2.5,7.3,7.7,418.0,390.0,5.88,0.0,0.0,285.0,0.0,0.6,5.03,0.0,0.0
1.0,2,8370,130,3,1,D,0.0,3.0,0.192,1.0,1.0,0.51,50.8,33.2,4.81,5.0,12.1,3.5,8.6,8.0,423.0,427.0,5.89,0.0,0.0,304.0,0.7,2.0,5.44,0.0,0.0
1.0,2,8370,130,3,4,A,0.0,3.0,0.192,1.0,1.0,0.52,50.9,33.3,4.82,4.9,-0.1,0.0,-0.4,0.0,419.0,426.0,5.89,0.0,0.0,0.0,-0.2,-0.3,5.51,0.0,0.0
1.0,2,8370,130,3,1,A,0.0,3.0,0.192,1.0,1.0,0.51,50.5,33.4,4.82,5.08,106.3,0.1,7.5,5.9,423.0,426.0,5.89,-0.1,0.0,281.0,0.0,1.2,5.49,0.0,-0.1
1.0,2,8370,130,3,6,D,0.0,3.0,0.563,1.0,1.0,0.52,51.1,33.4,4.85,4.94,52.3,3.2,8.6,7.3,391.0,420.0,5.71,5.2,2.6,0.0,0.2,1.6,5.31,0.0,0.0
1.0,2,8370,130,3,4,D,0.0,3.0,0.578,1.0,1.0,0.52,51.1,33.4,4.84,5.08,5.4,5.3,9.3,8.1,391.0,423.0,5.91,0.0,0.0,0.0,0.2,1.8,5.23,0.0,-0.1
1.0,2,8370,130,4,3,B,0.0,3.0,0.196,1.0,1.0,0.51,51.1,33.6,4.83,5.08,50.4,3.1,7.4,7.8,428.0,4150.0,5.9,2.0,0.0,340.0,4.7,4.7,5.13,4.7,-0.1
1.0,2,8370,130,4,2,C,0.343,3.0,0.369,1.0,1.0,0.52,50.3,33.5,4.83,5.1,10.2,0.1,8.1,8.3,426.0,391.0,5.78,0.6,0.0,277.0,0.0,1.4,4.98,0.0,-0.1
1.0,2,8370,130,4,6,C,0.263,3.0,0.128,1.0,1.0,0.51,50.6,33.9,4.63,4.93,-0.1,0.0,-0.4,0.0,427.0,428.0,5.89,-0.1,0.0,307.0,0.1,1.1,5.05,0.1,-0.3
1.0,2,8370,130,4,4,B,0.29600000000000004,3.0,0.175,1.0,1.0,0.51,50.2,33.5,4.67,5.08,10.6,4.8,7.5,8.0,429.0,418.0,5.88,-0.1,0.0,0.0,-0.1,0.6,4.93,0.1,0.0
1.0,2,8370,130,5,3,A,0.34600000000000003,3.0,0.162,1.0,1.0,0.51,50.1,33.7,4.83,5.06,27.6,5.0,8.7,7.9,428.0,390.0,5.89,-0.1,0.0,0.0,-0.2,-0.4,4.98,0.0,0.0
1.0,2,8370,130,5,5,D,0.236,3.0,1.88,1.0,2.0,0.51,50.1,33.2,4.84,5.05,8.5,76.4,7.3,7.8,390.0,412.0,5.78,0.0,0.0,349.0,0.0,1.1,4.86,0.0,-0.1
1.0,2,8370,130,5,6,B,0.236,3.0,0.0,1.0,0.0,0.51,50.9,32.9,4.86,5.04,4.5,0.1,6.8,6.8,423.0,392.0,5.84,-0.1,0.0,0.0,0.5,1.8,4.99,0.0,0.0
1.0,2,8370,130,5,3,B,0.236,3.0,0.0,1.0,0.0,0.51,50.9,32.9,4.82,5.09,6.7,3.0,8.2,8.1,428.0,418.0,5.89,-0.1,0.0,292.0,0.0,1.0,5.16,0.0,-0.1
1.0,2,8370,130,5,2,A,0.236,3.0,0.0,1.0,0.0,0.52,51.1,33.5,4.67,4.98,6.7,0.0,8.2,8.0,419.0,428.0,5.9,-0.1,0.0,0.0,-0.1,-0.3,5.36,0.0,0.0
1.0,2,8370,130,5,5,A,0.236,3.0,0.0,1.0,0.0,0.51,51.2,33.4,4.9,5.0,4.8,0.0,7.0,7.6,418.0,427.0,5.87,-0.1,0.0,263.0,4.9,5.7,5.61,12.1,0.1
1.0,2,8370,130,5,5,C,0.236,3.0,0.0,1.0,0.0,0.52,51.0,33.1,4.82,5.06,9.8,0.0,6.6,8.0,431.0,420.0,5.81,-0.1,0.0,318.0,-0.1,-0.3,5.09,0.0,0.0
1.0,2,8370,130,5,2,D,0.236,3.0,0.0,1.0,0.0,0.51,51.3,32.8,4.82,4.97,5.4,0.0,7.2,8.1,4150.0,431.0,5.92,-0.1,0.0,347.0,3.3,4.0,5.28,0.0,0.0
1.0,2,8370,130,5,6,C,0.236,3.0,0.0,1.0,0.0,0.51,51.7,33.3,4.81,5.01,9.6,0.0,-0.1,7.6,405.0,390.0,5.8,-0.1,0.0,348.0,2.0,3.3,4.98,0.0,0.0
1.0,2,8370,130,5,1,A,0.236,3.0,0.0,1.0,0.0,0.51,51.8,32.9,4.85,5.17,3.0,59.1,7.5,6.7,419.0,422.0,5.92,0.0,0.0,0.0,6.1,7.6,5.83,24.0,0.2
1.0,2,8370,130,5,4,B,0.236,3.0,0.0,1.0,0.0,0.51,52.6,33.1,4.82,5.08,-0.1,0.1,-0.4,0.0,419.0,424.0,5.92,0.0,0.0,335.0,3.4,0.8,5.2,-0.1,0.1
1.0,2,8370,130,5,6,D,0.236,3.0,0.0,1.0,0.0,0.51,52.7,32.6,4.83,5.09,5.8,4.7,9.0,8.2,420.0,426.0,5.81,-0.1,0.0,300.0,0.0,0.9,5.42,0.0,0.0
1.0,2,8370,130,5,2,B,0.236,3.0,0.0,1.0,0.0,0.52,52.8,33.1,4.85,5.08,16.6,4.1,7.6,8.1,391.0,430.0,5.91,0.1,0.0,340.0,0.0,1.0,5.61,-0.1,0.1
1.0,2,8370,130,5,5,B,0.236,3.0,0.0,1.0,0.0,0.51,52.8,33.1,4.82,4.99,5.2,43.2,8.1,7.2,424.0,421.0,5.88,0.0,0.0,307.0,-0.2,-0.3,5.24,0.0,0.1
1.0,2,8370,130,5,3,D,0.236,3.0,0.0,1.0,0.0,0.52,52.9,33.1,4.82,4.89,24.6,7.7,9.6,8.0,390.0,419.0,5.87,1.8,0.0,299.0,4.9,4.7,5.18,0.0,0.0
1.0,2,8370,130,5,1,E,0.236,3.0,0.0,1.0,0.0,0.51,52.7,32.6,4.9,5.11,8.4,56.1,8.4,7.7,423.0,430.0,5.88,-0.1,0.0,347.0,5.6,2.9,5.13,0.0,0.0
1.0,2,8370,130,5,4,A,0.236,3.0,0.0,1.0,0.0,0.52,52.6,32.9,4.84,5.11,-0.2,0.0,-0.4,0.0,390.0,423.0,5.91,-0.1,0.0,339.0,3.6,3.8,5.16,0.0,0.0
1.0,2,8370,130,5,4,C,0.236,3.0,0.0,1.0,0.0,0.51,53.1,32.4,4.79,5.05,26.2,97.6,7.1,8.5,420.0,393.0,5.87,-0.1,0.0,350.0,0.8,1.9,5.14,0.0,0.2
1.0,2,8370,130,5,1,D,0.236,3.0,0.0,1.0,0.0,0.51,53.2,32.4,4.73,5.08,15.4,4.2,9.0,8.2,390.0,405.0,5.75,4.8,1.7,0.0,0.6,2.0,4.78,0.1,0.0
1.0,3,8370,120,2,5,A,0.282,3.0,0.13,1.0,1.0,0.51,56.5,31.5,4.66,5.1,4.9,4.1,7.5,8.0,390.0,417.0,5.88,-0.1,0.0,0.0,1.6,3.0,5.45,-0.1,0.3
0.0,2,14990,12,3,4,B,0.0,3.0,1.355,1.0,0.0,0.52,36.9,27.8,4.68,5.15,31.2,0.1,8.1,8.2,421.0,426.0,5.86,-0.1,0.0,335.0,0.4,2.0,5.18,0.0,0.0
1.0,2,8370,130,2,1,C,0.191,3.0,0.614,1.0,1.0,0.52,58.5,31.1,4.81,5.09,31.7,3.1,6.8,8.3,428.0,417.0,5.91,-0.1,0.0,0.0,-0.1,0.7,5.53,0.0,0.1
